rus	shughni	bajuv	shakhdari	barvaz	gender	comment	collocation_rus
покоряться	тобӣн (/рӯм) с. (сāw)						
покос	цоw				м		
покровитель	мададгор, бечорапарвар						
покровительствовать	дастигӣри (/мададгори) ч. (кин)						
покрывальце	пӣц-биɣ̌ӣнак				м		
покрытие крыши	сипоx̌чрẙни						
покупка	харӣд						
пол	пойгā				м/ж		
пола	дẙмāн, (пеx̌)бāр				м		
полагать	хайол ч. (кин)						
полагаться	фирāп:фирӣпт						
полвьюка	бӯɣ						
полдень	маðор(и), хӣр миðендеj, тиɣни маðор						
полдник	маðор-зоx̌т						
полеводство	зироаткори				м		
полезно	нāф						
полезное ископаемое	мāдан						
поленница	бордẙм, ðиwêг				м		
ползанье (на четвереньках)	чор-чингол						
ползком	чи-qӣчāк						
ползти	мẙр:мẙрт						
поливной	оби						
полирование	лаwāк-чӣд						
полировать	лаwāк ч. (кин)						
политика	сийосат				м		
политый	видӯйjин						
полководец	сарлиx̌кар, сарлашкар						
полновластие	кẙмрẙни				м		
полновластный	сойибихтийор, кẙмрẙн						
полноводный	сер-x̌ац						
полнокровие	серхӯни				м		
полнокровный	серхӯн, серwихин						
полноправие	сойиб(h)уqӯqи, комилуqӯqи				м		
полноправный	сойиб(h)уqӯq, комилуqӯq						
полноценно	бенуqс/ц, пуррā						
полночь	баробар-x̌āб						
поло	гẙй-бêx̌т, гẙйбози				м		
половина	тирози, кāнд, нисф(ā), нӣм, кāм-барā						
половинчато	кāнд-чи-пāр/л						
половинчатый	кāнд-пи-кāнд						
половник	кафгӣр				м/ж		
пологий	хāмби						
положено	раwо, jӯр						
положительный	пурчалласк						
поломанный	wерẙн, вируx̌чин, киландак, ɣабирʒ(ов), овирез						
полоса	анjӣвд, паллā, танукчā						
полосатенький	чӯɣ̌ак	чуwак					
полосатый	чӯɣ̌-чӯɣ̌, тêр-jӯɣ̌, тêр-jӯw						
полоскать	фирêw: фирêwд, фируд						
полотно	кола-мāно						
полочка	бẙмак				м		
полтора метра	qилочи						
полтуши	нӣм-танā						
полуботинки	пайзор						
полуграмотный	чаласавод						
полуденное время	маðори						
полудубленный	нӣмолтак						
полуживой	нӣмjẙнак, кануф						
полужидкий	хилевак, рāx̌овā						
полузакрытый	нӣм-диɣ̌вāj нӣм-дāрак						
полузастывший	рāx̌овā						
полулежа	шипит-аθ, чипāлийāк						
полуобработанный	нӣммолтак						
полуоткрытый	нӣм-диɣ̌вāj, нӣм-йетак						
полуподвальный	тāза-мӣнаки						
полупровеянный	x̌ор-сикӯнд						
полусозревшее	нӣмдẙнак, нӣм-хẙмак						
полусонный	бедор-хоб, пидхӯðминӣj						
полусырой	нофирӣптāк, луx̌ц, x̌ẙм-алӣx̌ц						
получаться	сāw:сут						
получающий зарплату	танхохур						
полученный	зоx̌чин						
полый	кẙрак						
полыхать	шулwā (/шамламā) ð. (ðāð)						
пользование	истифодā						
пользоваться	истифодā ч. (кин)						
поляна	чаман				м/ж		
помалкивать	мар:мӯд						
поменьше	дӯс-ди						
помесь	дурагā, биреθ, алтой						
помеха	халал; (перен. ) зив-ард аwезẙн						
помешанный	ðеwин						
помешивание	wишwол						
помещаться	wиз:wизд						
помидор	кирйопч, памидор				ж		
помимо	(бе)ɣайр(и), бидӯн(и)						
поминание	бийомурзаx̌						
поминки	цироw-пиðид, дāwат, мāраккā						
помнить	хабар вӣдоw, wизẙн: wизент						
помол	муx̌так, кāрк, хасич						
помочанин	кирйāр						
помочь	кирйāр						
помутившийся	бенӯр						
помутнение	wẙн-wẙнак						
помыслы	wуx̌						
помятый	молчинак						
поначалу	аwалẙн, ас ибтидо						
понемножку	пизӯр-пизӯр						
пони	тотӯ				м	(о лошади)	
понижение	хамбениʒ						
понизу	таговӣн						
понимание	фāмӣx̌/ʒ, фāмо						
поношение	аqорат, иззо, нимẙ-ат нийā/р						
поношенный	jāx̌(ак), jӣx̌(ак)						
понукание	x̌оjx̌оj						
понукать (верблюда)	wẙр лẙвдоw						
понурый	куруx̌						
понюшка	чет						
понятливый	wуx̌йор, фāмчоз, афẙнат						
понятный	фāмо, фāмчак						
поочередно	ас-йӯндаθ						
поощрять	шаwqманд ч. (кин)						
поперечник	кути				м		
попечение	ɣам, парwо						
попирать	уqӯq поймол ч. (кин)						
пополам	пис-вирx̌, нисф(ā)						
пополнять	пуррā ч. (кин)						
попона	шолгā, (w)урамā				ж		
поправка	исло				м		
поправлять	туɣри (/исло) ч. (кин)						
попранный	поймол						
попрек	танā, миннат				м		
попреки	лẙваx̌						
попроворней	чарс-рāнг						
попрошайка	тилāбāк						
попрошайничество	дарwезā, гадойи				м		
попугай	тӯти				ж		
порабощенный	мазлӯм						
поражение	x̌икаст, зер, маɣлӯб						
поразительно	тāсӣн						
пораненный	уфā						
пораньше	пигоди, ба-пигойê-θ						
порасторопней	чарс-рāнг						
порвать	тук-тук ч. (кин)						
порваться	тук-тук с. (сāw)						
пористый	кẙɣ̌ʒдор						
порицание	тāнā, тāна-ðêд, ниq, малẙмат, теx̌ā						
порка	лач						
поровну	тирози, баробар, пис-вирx̌						
